date,time,temperature,humidity,luminosity
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.3,pitch black
2021-11-5,2:00:00,21.4,36.2,pitch black
2021-11-5,2:00:00,21.5,36.3,pitch black
2021-11-5,2:00:00,21.4,36.2,pitch black
2021-11-5,2:00:00,21.4,36.3,pitch black
2021-11-5,2:00:00,21.5,36.3,pitch black
2021-11-5,2:00:00,21.5,36.3,pitch black
2021-11-5,2:00:00,21.5,36.3,pitch black
2021-11-5,2:00:00,21.4,36.3,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.5,36.2,pitch black
2021-11-5,2:00:00,21.4,36.2,pitch black
2021-11-5,2:00:00,21.4,36.2,pitch black
2021-11-5,2:00:00,21.5,36.3,pitch black
2021-11-5,2:00:00,21.5,36.3,pitch black
2021-11-5,2:00:00,21.4,36.3,pitch black
2021-11-5,3:00:00,21.5,36.3,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.5,36.3,pitch black
2021-11-5,3:00:00,21.4,36.3,pitch black
2021-11-5,3:00:00,21.5,36.3,pitch black
2021-11-5,3:00:00,21.5,36.3,pitch black
2021-11-5,3:00:00,21.5,36.3,pitch black
2021-11-5,3:00:00,21.4,36.3,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.5,36.3,pitch black
2021-11-5,3:00:00,21.5,36.3,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.4,36.3,pitch black
2021-11-5,3:00:00,21.5,36.3,pitch black
2021-11-5,3:00:00,21.5,36.3,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.4,36.2,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.4,36.4,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.5,36.5,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
2021-11-5,3:00:00,21.5,36.5,pitch black
2021-11-5,3:00:00,21.5,36.5,pitch black
2021-11-5,3:00:00,21.5,36.5,pitch black
2021-11-5,3:00:00,21.4,36.4,pitch black
2021-11-5,3:00:00,21.5,36.5,pitch black
2021-11-5,3:00:00,21.4,36.4,pitch black
2021-11-5,3:00:00,21.5,36.4,pitch black
